oldAC,occurrence,source,heading,shape,explicitRefs,chosenOldUS,decision,reason,status,oldACExcerpt,chosenUSSource,chosenUSExcerpt
"AC-0004-0028","1","spec-0004/03_Acceptance-Criteria.md:164","## AC-0004-0028","prose","US-0004-0029","US-0004-0029","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:164 declares US-0004-0029 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0029 (sub-criterion of REQ-0035 frontmatter schema) - Given a `.qfai/steering/<id>.md` entry whose `updated` ISO-8601 date is strictly earlier than its `created` ISO-8601 date - When `qfai validate` runs - Then `W-WORKLOG-SCHEMA` (rule: `wor","spec-0004/02_User-stories.md:51","As an AI agent reading/writing work-log entries under `.qfai/steering/`, I want `qfai validate` to verify the YAML frontmatter schema and check that `links: [...]` resolve to real specs/discussions/entries, so that broken-link rot and ad-hoc schema drift are c"
"AC-0004-0029","1","spec-0004/03_Acceptance-Criteria.md:171","## AC-0004-0029","prose","US-0004-0029","US-0004-0029","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:171 declares US-0004-0029 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0029 (sub-criterion of REQ-0039 link integrity) - Given a `.qfai/steering/<id>.md` entry whose `links` array contains one or more non-string elements (e.g. `links: [123, true]`) - When `qfai validate` runs - Then `W-WORKLOG-SCHEMA` (rule: `w","spec-0004/02_User-stories.md:51","As an AI agent reading/writing work-log entries under `.qfai/steering/`, I want `qfai validate` to verify the YAML frontmatter schema and check that `links: [...]` resolve to real specs/discussions/entries, so that broken-link rot and ad-hoc schema drift are c"
"AC-0004-0030","1","spec-0004/03_Acceptance-Criteria.md:178","## AC-0004-0030","prose","US-0004-0029","US-0004-0029","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:178 declares US-0004-0029 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0029 (sub-criterion of REQ-0035 frontmatter schema) - Given a `.qfai/steering/<id>.md` entry whose frontmatter `id` value does not match kebab-case ASCII (`^[a-z0-9]+(?:-[a-z0-9]+)*$`) - When `qfai validate` runs - Then `W-WORKLOG-SCHEMA` (r","spec-0004/02_User-stories.md:51","As an AI agent reading/writing work-log entries under `.qfai/steering/`, I want `qfai validate` to verify the YAML frontmatter schema and check that `links: [...]` resolve to real specs/discussions/entries, so that broken-link rot and ad-hoc schema drift are c"
"AC-0004-0031","1","spec-0004/03_Acceptance-Criteria.md:185","## AC-0004-0031","prose","US-0004-0034","US-0004-0034","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:185 declares US-0004-0034 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0034 - Given a `qfai validate --profile prototyping` run immediately followed by a `qfai validate --profile default` run in the same working tree - When the two runs complete - Then `.qfai/report/validate-prototyping.json` AND `.qfai/report/","spec-0004/02_User-stories.md:71","As a release operator running `qfai validate` across multiple profiles in sequence, I want each run to write to a profile-suffixed output path (`.qfai/report/validate-<profile>.json`) alongside an always-latest `validate.json` that names its `profile`, and I w"
"AC-0004-0032","1","spec-0004/03_Acceptance-Criteria.md:192","## AC-0004-0032","prose","US-0004-0034","US-0004-0034","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:192 declares US-0004-0034 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0034 - Given a downstream project that still reads from the legacy `.qfai/output/validate.json` path - When `qfai validate` runs during the deprecation window (current minor) - Then the legacy path continues to receive a copy of the latest v","spec-0004/02_User-stories.md:71","As a release operator running `qfai validate` across multiple profiles in sequence, I want each run to write to a profile-suffixed output path (`.qfai/report/validate-<profile>.json`) alongside an always-latest `validate.json` that names its `profile`, and I w"
"AC-0004-0033","1","spec-0004/03_Acceptance-Criteria.md:200","## AC-0004-0033","prose","US-0004-0035","US-0004-0035","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:200 declares US-0004-0035 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0035 - Given a PR that modifies `packages/qfai/src/core/validators/findDesignMdViolations.ts` without a paired modification to the LLM prompt SSOT under `packages/qfai/assets/init/.claude/skills/qfai-prototyping/references/generator-prompt.m","spec-0004/02_User-stories.md:75","As a contributor changing either `findDesignMdViolations.ts` (scanner) or `generator-prompt.md` (LLM contract), I want CI to refuse merge when only one half of the SSOT-sync pair changed, so that the Tailwind contract embedded in the prompt and the contract en"
"AC-0004-0034","1","spec-0004/03_Acceptance-Criteria.md:207","## AC-0004-0034","prose","US-0004-0035","US-0004-0035","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:207 declares US-0004-0035 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0035 - Given the SSOT-sync-pair lane runs on a PR with no changes to either file - When the lane evaluates pair-changed semantics - Then the lane passes silently (no `R-PROMPT-SCANNER-DRIFT` finding is emitted); the lane only fires when exac","spec-0004/02_User-stories.md:75","As a contributor changing either `findDesignMdViolations.ts` (scanner) or `generator-prompt.md` (LLM contract), I want CI to refuse merge when only one half of the SSOT-sync pair changed, so that the Tailwind contract embedded in the prompt and the contract en"
"AC-0004-0035","1","spec-0004/03_Acceptance-Criteria.md:214","## AC-0004-0035","prose","US-0004-0036","US-0004-0036","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:214 declares US-0004-0036 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0036 - Given a Reviewer-Gate report containing an `R-PROMPT-SCANNER-DRIFT` finding whose `justification:` field is empty, missing, or whitespace-only - When `qfai validate` ingests the reviewer report - Then validate rejects the run with sev","spec-0004/02_User-stories.md:79","As a Reviewer-Gate consumer ingesting `R-PROMPT-SCANNER-DRIFT` findings, I want `qfai validate` to reject any such finding whose `justification:` is empty (mirroring the existing `R-WORKLOG-DRIFT` justification contract), so that drift findings always name the"
"AC-0004-0036","1","spec-0004/03_Acceptance-Criteria.md:221","## AC-0004-0036","prose","US-0004-0037","US-0004-0037","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:221 declares US-0004-0037 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0037 - Given a SaaS-tenant repo whose prototyping-profile validate PASSes, with a DCON-005 design-system attestation present at `<paths.contractsDir>/design/design-system.yaml` and a conforming CLI-HANDOFF cross-skill handoff - When `qfai va","spec-0004/02_User-stories.md:83","As a delivery lead shipping a SaaS-tenant project, I want `qfai validate --profile saas-package` to PASS when the prototyping-profile validate PASSes, a DCON-005 design-system attestation is present at `<paths.contractsDir>/design/design-system.yaml`, and the "
"AC-0004-0037","1","spec-0004/03_Acceptance-Criteria.md:229","## AC-0004-0037","prose","US-0004-0038","US-0004-0038","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:229 declares US-0004-0038 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0038 - Given a UI contract whose `primary_tasks` items use the legacy string-only form - When `auditProfile.ts` evaluates the contract - Then the string-only items continue to PASS during the deprecation window, AND a structured `{id, label,","spec-0004/02_User-stories.md:87","As a UI-contract author, I want `auditProfile.ts` to accept both the legacy string-only `primary_tasks` form and the structured `{id, label, acceptance}` form, and `QFAI-AUD-020` to name the recommended count band in its warning, so that I can migrate to the t"
"AC-0004-0038","1","spec-0004/03_Acceptance-Criteria.md:237","## AC-0004-0038","prose","US-0004-0039","US-0004-0039","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:237 declares US-0004-0039 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0039 - Given a PR that introduces a `review-*/` or `discussion-*/` directory outside the allowed roots (`tmp/`, `.qfai/review/<ts>/`, `.qfai/discussion/<ts>/`) - When the `check-pack-locations.mjs` lane (wired into `pnpm ci:lint`, scanning s","spec-0004/02_User-stories.md:91","As a contributor opening a PR, I want a `check-pack-locations.mjs` CI lane wired into `pnpm ci:lint` to reject `review-*/` or `discussion-*/` directories introduced outside the allowed roots (`tmp/`, `.qfai/review/<ts>/`, `.qfai/discussion/<ts>/`), emitting `R"
"AC-0004-0039","1","spec-0004/03_Acceptance-Criteria.md:244","## AC-0004-0039","prose","US-0004-0039","US-0004-0039","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:244 declares US-0004-0039 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0039 - Given a PR that adds `review-*/` or `discussion-*/` directories only under allowed roots (or touches no pack directories at all) - When the `check-pack-locations.mjs` lane runs - Then the lane passes silently with no `R-PACK-LOCATION-","spec-0004/02_User-stories.md:91","As a contributor opening a PR, I want a `check-pack-locations.mjs` CI lane wired into `pnpm ci:lint` to reject `review-*/` or `discussion-*/` directories introduced outside the allowed roots (`tmp/`, `.qfai/review/<ts>/`, `.qfai/discussion/<ts>/`), emitting `R"
"AC-0004-0041","1","spec-0004/03_Acceptance-Criteria.md:251","## AC-0004-0041","prose","US-0004-0040","US-0004-0040","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:251 declares US-0004-0040 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0040 - Given a project whose `paths.specsDir` holds no `spec-*/` and no `_policies/` directory (the story tree) - When `qfai validate --profile sdd` runs - Then the story-tree finding families run on it and the spec-pack validators report no","spec-0004/02_User-stories.md:95","As a maintainer of a project on the story tree, I want `qfai validate` to report a story directory that does not hold exactly its three files, and any ID that is malformed, defined twice or out of place, so that every reader that walks the tree can trust its s"
"AC-0004-0042","1","spec-0004/03_Acceptance-Criteria.md:259","## AC-0004-0042","prose","US-0004-0040","US-0004-0040","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:259 declares US-0004-0040 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0040 - Given the story tree, and a `user-story-NNNN-NNNN/` directory that lacks `01_User-story.md`, `02_Acceptance-Criteria.md` or `03_Example.md`, holds any other file, or holds a subdirectory - When `qfai validate --profile sdd` runs - The","spec-0004/02_User-stories.md:95","As a maintainer of a project on the story tree, I want `qfai validate` to report a story directory that does not hold exactly its three files, and any ID that is malformed, defined twice or out of place, so that every reader that walks the tree can trust its s"
"AC-0004-0043","1","spec-0004/03_Acceptance-Criteria.md:267","## AC-0004-0043","prose","US-0004-0040","US-0004-0040","explicit_parent","Source spec-0004/03_Acceptance-Criteria.md:267 declares US-0004-0040 on Parent/US-Refs line.","review_for_migration","- US-Refs: US-0004-0040 - Given the story tree, and an ID the tree defines that does not match its shape — `BF-NNNN`, `US-NNNN-NNNN`, `AC-NNNN-NNNN-NN`, `EX-NNNN-NNNN-NN`, `BR-NNNN`, `DEC-NNNN` or `OQ-NNNN` - When `qfai validate --profile sdd` runs - Then an e","spec-0004/02_User-stories.md:95","As a maintainer of a project on the story tree, I want `qfai validate` to report a story directory that does not hold exactly its three files, and any ID that is malformed, defined twice or out of place, so that every reader that walks the tree can trust its s"
